time,q,p
329,False,True
330,False,False
331,False,False
332,False,True
333,False,False
334,False,False
335,False,False
336,True,True
337,False,True
338,False,True
339,False,True
340,False,True
341,False,True
342,False,True
343,False,True
344,False,True
345,False,True
346,False,True
347,False,True
348,False,True
349,False,False
350,False,True
351,False,True
352,False,True
353,False,False
354,False,False
355,False,True
356,False,True
357,True,True
358,False,True
359,False,True
360,False,True
361,False,True
362,False,True
363,False,True
364,False,True
365,False,True
366,False,True
367,False,True
368,False,True
369,False,False
370,False,False
371,False,True
372,False,False
373,False,False
374,False,True
375,False,True
376,False,False
377,False,False
378,True,True
379,False,True
380,False,True
381,False,True
382,False,True
383,False,True
384,False,True
385,False,True
386,False,True
387,False,True
388,False,True
389,False,True
390,False,True
391,False,True
392,False,True
393,False,False
394,False,False
395,False,True
396,False,True
397,False,False
398,False,False
399,True,True
400,False,True
401,False,True
402,False,True
403,False,True
404,False,True
405,False,True
406,False,True
407,False,True
408,False,True
409,False,True
410,False,True
411,False,True
412,False,True
413,False,False
414,False,True
415,False,False
416,False,False
417,False,False
418,False,False
419,False,False
420,True,True
421,False,True
422,False,True
423,False,True
424,False,True
425,False,True
426,False,True
427,False,True
428,False,True
429,False,True
430,False,True
431,False,False
432,False,False
433,False,True
434,False,True
435,False,False
436,False,False
437,False,False
438,False,False
439,False,False
440,False,True
441,True,True
442,False,True
443,False,True
444,False,True
445,False,True
446,False,True
447,False,True
448,False,True
449,False,True
450,False,True
451,False,True
452,False,True
453,False,False
454,False,False
455,False,False
456,False,False
457,False,True
458,False,True
459,False,False
460,False,False
461,False,False
462,True,True
463,False,True
464,False,True
465,False,True
466,False,True
467,False,True
468,False,True
469,False,True
470,False,True
471,False,True
472,False,True
473,False,True
474,False,True
475,False,True
476,False,True
477,False,True
478,False,False
479,False,False
480,False,False
481,False,True
482,False,False
483,True,True
484,False,True
485,False,True
486,False,True
487,False,True
488,False,True
489,False,True
490,False,True
491,False,True
492,False,True
493,False,True
494,False,True
495,False,True
496,False,False
497,False,False
498,False,False
499,False,True
500,False,True
501,False,False
502,False,True
503,False,False
504,True,True
505,False,True
506,False,True
507,False,True
508,False,True
509,False,True
510,False,True
511,False,True
512,False,True
513,False,True
514,False,True
515,False,False
516,False,True
517,False,True
518,False,True
519,False,True
520,False,False
521,False,False
522,False,False
523,False,False
524,False,True
525,True,True
526,False,True
527,False,True
528,False,True
529,False,True
530,False,True
531,False,True
532,False,True
533,False,True
534,False,True
535,False,True
536,False,False
537,False,True
538,False,False
539,False,True
540,False,True
541,False,True
542,False,False
543,False,False
544,False,True
545,False,True
546,True,True
547,False,True
548,False,True
549,False,True
550,False,True
551,False,True
552,False,True
553,False,True
554,False,True
555,False,True
556,False,True
557,False,False
558,False,False
559,False,False
560,False,True
561,False,False
562,False,False
563,False,False
564,False,False
565,False,False
566,False,True
567,True,True
568,False,True
569,False,True
570,False,True
571,False,True
572,False,True
573,False,True
574,False,True
575,False,True
576,False,True
577,False,True
578,False,True
579,False,False
580,False,False
581,False,False
582,False,False
583,False,True
584,False,False
585,False,True
586,False,True
587,False,True
588,True,True
589,False,True
590,False,True
591,False,True
592,False,True
593,False,True
594,False,True
595,False,True
596,False,True
597,False,True
598,False,True
599,False,False
600,False,True
601,False,False
602,False,False
603,False,False
604,False,True
605,False,False
606,False,True
607,False,True
608,False,True
609,True,True
610,False,True
611,False,True
612,False,True
613,False,True
614,False,True
615,False,True
616,False,True
617,False,True
618,False,True
619,False,True
620,False,True
621,False,False
622,False,True
623,False,True
624,False,True
625,False,True
626,False,False
627,False,False
628,False,False
629,False,True
630,True,True
631,False,True
632,False,True
633,False,True
634,False,True
635,False,True
636,False,True
637,False,True
638,False,True
639,False,True
640,False,True
641,False,True
642,False,True
643,False,True
644,False,True
645,False,False
646,False,False
647,False,False
648,False,True
649,False,False
650,False,True
651,True,True
652,False,True
653,False,True
654,False,True
655,False,True
656,False,True
657,False,True
658,False,True
659,False,True
660,False,True
661,False,True
662,False,True
663,False,False
664,False,False
665,False,False
666,False,True
667,False,True
668,False,False
669,False,True
670,False,True
671,False,False
672,True,True
673,False,True
674,False,True
675,False,True
676,False,True
677,False,True
678,False,True
679,False,True
680,False,True
681,False,True
682,False,True
683,False,False
684,False,True
685,False,True
686,False,False
687,False,True
688,False,True
689,False,False
690,False,False
691,False,True
692,False,False
693,True,True
694,False,True
695,False,True
696,False,True
697,False,True
698,False,True
699,False,True
700,False,True
701,False,True
702,False,True
703,False,True
704,False,False
705,False,False
706,False,False
707,False,True
708,False,False
709,False,False
710,False,True
711,False,False
712,False,False
713,False,False
714,True,True
715,False,True
716,False,True
717,False,True
718,False,True
719,False,True
720,False,True
721,False,True
722,False,True
723,False,True
724,False,True
725,False,True
726,False,False
727,False,True
728,False,True
729,False,True
730,False,True
731,False,False
732,False,True
733,False,True
734,False,False
735,True,True
736,False,True
737,False,True
738,False,True
739,False,True
740,False,True
741,False,True
742,False,True
743,False,True
744,False,True
745,False,True
746,False,False
747,False,True
748,False,False
749,False,True
750,False,False
751,False,True
752,False,True
753,False,True
754,False,False
755,False,True
756,True,True
757,False,True
758,False,True
759,False,True
760,False,True
761,False,True
762,False,True
763,False,True
764,False,True
765,False,True
766,False,True
767,False,False
768,False,False
769,False,False
770,False,False
771,False,True
772,False,True
773,False,True
774,False,False
775,False,True
776,False,False
777,True,True
778,False,True
779,False,True
780,False,True
781,False,True
782,False,True
783,False,True
784,False,True
785,False,True
786,False,True
787,False,True
788,False,True
789,False,False
790,False,True
791,False,True
792,False,False
793,False,False
794,False,True
795,False,False
796,False,False
797,False,True
798,True,True
799,False,True
800,False,True
801,False,True
802,False,True
803,False,True
804,False,True
805,False,True
806,False,True
807,False,True
808,False,True
809,False,True
810,False,False
811,False,True
812,False,True
813,False,True
814,False,False
815,False,True
816,False,False
817,False,True
818,False,False
819,True,True
820,False,True
821,False,True
822,False,True
823,False,True
824,False,True
825,False,True
826,False,True
827,False,True
828,False,True
829,False,True
830,False,True
831,False,False
832,False,True
833,False,True
834,False,False
835,False,False
836,False,False
837,False,False
838,False,True
839,False,False
840,True,True
841,False,True
842,False,True
843,False,True
844,False,True
845,False,True
846,False,True
847,False,True
848,False,True
849,False,True
850,False,True
851,False,True
852,False,False
853,False,False
854,False,False
855,False,True
856,False,False
857,False,False
858,False,False
859,False,True
860,False,True
861,True,True
862,False,True
863,False,True
864,False,True
865,False,True
866,False,True
867,False,True
868,False,True
869,False,True
870,False,True
871,False,True
872,False,False
873,False,False
874,False,True
875,False,False
876,False,True
877,False,False
878,False,True
879,False,True
880,False,False
881,False,True
882,True,True
883,False,True
884,False,True
885,False,True
886,False,True
887,False,True
888,False,True
889,False,True
890,False,True
891,False,True
892,False,True
893,False,True
894,False,False
895,False,False
896,False,True
897,False,False
898,False,True
899,False,True
900,False,False
901,False,True
902,False,True
903,True,True
904,False,True
905,False,True
906,False,True
907,False,True
908,False,True
909,False,True
910,False,True
911,False,True
912,False,True
913,False,True
914,False,False
915,False,False
916,False,False
917,False,False
918,False,False
919,False,False
920,False,False
921,False,False
922,False,True
923,False,False
924,True,True
925,False,True
926,False,True
927,False,True
928,False,True
929,False,True
930,False,True
931,False,True
932,False,True
933,False,True
934,False,True
935,False,False
936,False,True
937,False,True
938,False,True
939,False,True
940,False,True
941,False,True
942,False,False
943,False,False
944,False,False
945,True,True
946,False,True
947,False,True
948,False,True
949,False,True
950,False,True
951,False,True
952,False,True
953,False,True
954,False,True
955,False,True
956,False,True
957,False,True
958,False,True
959,False,False
960,False,False
961,False,False
962,False,False
963,False,True
964,False,False
965,False,False
966,True,True
967,False,True
968,False,True
969,False,True
970,False,True
971,False,True
972,False,True
973,False,True
974,False,True
975,False,True
976,False,True
977,False,False
978,False,False
979,False,False
980,False,True
981,False,True
982,False,False
983,False,False
984,False,False
985,False,False
986,False,True
987,True,True
988,False,True
989,False,True
990,False,True
991,False,True
992,False,True
993,False,True
994,False,True
995,False,True
996,False,True
997,False,True
998,False,True
999,False,False
1000,False,False
1001,False,True
1002,False,True
1003,False,True
1004,False,True
1005,False,False
1006,False,True
1007,False,True
1008,True,True
1009,False,True
1010,False,True
1011,False,True
1012,False,True
1013,False,True
1014,False,True
1015,False,True
1016,False,True
1017,False,True
1018,False,True
1019,False,True
1020,False,True
1021,False,False
1022,False,True
1023,False,False
1024,False,True
1025,False,True
1026,False,False
1027,False,True
1028,False,True
1029,True,True
1030,False,True
1031,False,True
1032,False,True
1033,False,True
1034,False,True
1035,False,True
1036,False,True
1037,False,True
1038,False,True
1039,False,True
1040,False,False
1041,False,False
1042,False,True
1043,False,False
1044,False,False
1045,False,False
1046,False,True
1047,False,False
1048,False,True
1049,False,True
1050,True,True
1051,False,True
1052,False,True
1053,False,True
1054,False,True
1055,False,True
1056,False,True
1057,False,True
1058,False,True
1059,False,True
1060,False,True
1061,False,False
1062,False,True
1063,False,True
1064,False,True
1065,False,False
1066,False,True
1067,False,False
1068,False,False
1069,False,True
1070,False,True
1071,True,True
1072,False,True
1073,False,True
1074,False,True
1075,False,True
1076,False,True
1077,False,True
1078,False,True
1079,False,True
1080,False,True
1081,False,True
1082,False,True
1083,False,False
1084,False,False
1085,False,False
1086,False,True
1087,False,True
1088,False,False
1089,False,True
1090,False,True
1091,False,True
1092,True,True
1093,False,True
1094,False,True
1095,False,True
1096,False,True
1097,False,True
1098,False,True
1099,False,True
1100,False,True
1101,False,True
1102,False,True
1103,False,False
1104,False,True
1105,False,True
1106,False,False
1107,False,True
1108,False,False
1109,False,True
1110,False,False
1111,False,True
1112,False,True
1113,True,True
1114,False,True
1115,False,True
1116,False,True
1117,False,True
1118,False,True
1119,False,True
1120,False,True
1121,False,True
1122,False,True
1123,False,True
1124,False,False
1125,False,True
1126,False,False
1127,False,False
1128,False,False
1129,False,False
1130,False,True
1131,False,True
1132,False,True
1133,False,True
1134,True,True
1135,False,True
1136,False,True
1137,False,True
1138,False,True
1139,False,True
1140,False,True
1141,False,True
1142,False,True
1143,False,True
1144,False,True
1145,False,True
1146,False,False
1147,False,True
1148,False,False
1149,False,True
1150,False,True
1151,False,False
1152,False,True
1153,False,True
1154,False,False
1155,True,True
1156,False,True
1157,False,True
1158,False,True
1159,False,True
1160,False,True
1161,False,True
1162,False,True
1163,False,True
1164,False,True
1165,False,True
1166,False,True
1167,False,False
1168,False,True
1169,False,True
1170,False,False
1171,False,False
1172,False,True
1173,False,False
1174,False,False
1175,False,True
1176,True,True
1177,False,True
1178,False,True
1179,False,True
1180,False,True
1181,False,True
1182,False,True
1183,False,True
1184,False,True
1185,False,True
1186,False,True
1187,False,True
1188,False,False
1189,False,False
1190,False,False
1191,False,False
1192,False,False
1193,False,True
1194,False,True
1195,False,True
1196,False,True
1197,True,True
1198,False,True
1199,False,True
1200,False,True
1201,False,True
1202,False,True
1203,False,True
1204,False,True
1205,False,True
1206,False,True
1207,False,True
1208,False,False
1209,False,True
1210,False,True
1211,False,True
1212,False,True
1213,False,False
1214,False,False
1215,False,False
1216,False,False
1217,False,False
1218,True,True
1219,False,True
1220,False,True
1221,False,True
1222,False,True
1223,False,True
1224,False,True
1225,False,True
1226,False,True
1227,False,True
1228,False,True
1229,False,True
1230,False,False
1231,False,True
1232,False,True
1233,False,True
1234,False,True
1235,False,True
1236,False,True
1237,False,True
1238,False,True
1239,True,True
1240,False,True
1241,False,True
1242,False,True
1243,False,True
1244,False,True
1245,False,True
1246,False,True
1247,False,True
1248,False,True
1249,False,True
1250,False,True
1251,False,False
1252,False,False
1253,False,True
1254,False,True
1255,False,True
1256,False,False
1257,False,False
1258,False,True
1259,False,True
1260,True,True
1261,False,True
1262,False,True
1263,False,True
1264,False,True
1265,False,True
1266,False,True
1267,False,True
1268,False,True
1269,False,True
1270,False,True
1271,False,True
1272,False,False
1273,False,True
1274,False,True
1275,False,False
1276,False,True
1277,False,True
1278,False,False
1279,False,True
1280,False,False
1281,True,True
1282,False,True
1283,False,True
1284,False,True
1285,False,True
1286,False,True
1287,False,True
1288,False,True
1289,False,True
1290,False,True
1291,False,True
1292,False,False
1293,False,True
1294,False,True
1295,False,True
1296,False,True
1297,False,False
1298,False,True
1299,False,True
1300,False,False
1301,False,True
1302,True,True
1303,False,True
1304,False,True
1305,False,True
1306,False,True
1307,False,True
1308,False,True
1309,False,True
1310,False,True
1311,False,True
1312,False,True
1313,False,True
1314,False,False
1315,False,True
1316,False,False
1317,False,True
1318,False,False
1319,False,False
1320,False,True
1321,False,True
1322,False,False
1323,True,True
1324,False,True
1325,False,True
1326,False,True
1327,False,True
1328,False,True
1329,False,True
1330,False,True
1331,False,True
1332,False,True
1333,False,True
1334,False,True
1335,False,True
1336,False,True
1337,False,True
1338,False,True
1339,False,False
1340,False,True
1341,False,True
1342,False,False
1343,False,True
1344,True,True
1345,False,True
1346,False,True
1347,False,True
1348,False,True
1349,False,True
1350,False,True
1351,False,True
1352,False,True
1353,False,True
1354,False,True
1355,False,False
1356,False,False
1357,False,False
1358,False,True
1359,False,False
1360,False,True
1361,False,False
1362,False,False
1363,False,False
1364,False,True
1365,True,True
1366,False,True
1367,False,True
1368,False,True
1369,False,True
1370,False,True
1371,False,True
1372,False,True
1373,False,True
1374,False,True
1375,False,True
1376,False,False
1377,False,True
1378,False,False
1379,False,False
1380,False,True
1381,False,True
1382,False,False
1383,False,False
1384,False,False
1385,False,False
1386,True,True
1387,False,True
1388,False,True
1389,False,True
1390,False,True
1391,False,True
1392,False,True
1393,False,True
1394,False,True
1395,False,True
1396,False,True
1397,False,True
1398,False,False
1399,False,True
1400,False,False
1401,False,True
1402,False,True
1403,False,True
1404,False,False
1405,False,False
1406,False,True
1407,True,True
1408,False,True
1409,False,True
1410,False,True
1411,False,True
1412,False,True
1413,False,True
1414,False,True
1415,False,True
1416,False,True
1417,False,True
1418,False,True
1419,False,True
1420,False,True
1421,False,False
1422,False,False
1423,False,True
1424,False,True
1425,False,False
1426,False,True
1427,False,False
1428,True,True
1429,False,True
1430,False,True
1431,False,True
1432,False,True
1433,False,True
1434,False,True
1435,False,True
1436,False,True
1437,False,True
1438,False,True
1439,False,False
1440,False,True
1441,False,False
1442,False,True
1443,False,False
1444,False,True
1445,False,True
1446,False,False
1447,False,True
1448,False,True
1449,True,True
1450,False,True
1451,False,True
1452,False,True
1453,False,True
1454,False,True
1455,False,True
1456,False,True
1457,False,True
1458,False,True
1459,False,True
1460,False,True
1461,False,True
1462,False,True
1463,False,True
1464,False,False
1465,False,True
1466,False,True
1467,False,False
1468,False,False
1469,False,True
1470,True,True
1471,False,True
1472,False,True
1473,False,True
1474,False,True
1475,False,True
1476,False,True
1477,False,True
1478,False,True
1479,False,True
1480,False,True
1481,False,True
1482,False,False
1483,False,True
1484,False,True
1485,False,False
1486,False,True
1487,False,True
1488,False,False
1489,False,True
1490,False,False
1491,True,True
1492,False,True
1493,False,True
1494,False,True
1495,False,True
1496,False,True
1497,False,True
1498,False,True
1499,False,True
1500,False,True
1501,False,True
1502,False,False
1503,False,True
1504,False,False
1505,False,True
1506,False,False
1507,False,True
1508,False,False
1509,False,True
1510,False,False
1511,False,False
1512,True,True
1513,False,True
1514,False,True
1515,False,True
1516,False,True
1517,False,True
1518,False,True
1519,False,True
1520,False,True
1521,False,True
1522,False,True
1523,False,False
1524,False,False
1525,False,True
1526,False,False
1527,False,False
1528,False,False
1529,False,True
1530,False,False
1531,False,True
1532,False,False
1533,True,True
1534,False,True
1535,False,True
1536,False,True
1537,False,True
1538,False,True
1539,False,True
1540,False,True
1541,False,True
1542,False,True
1543,False,True
1544,False,False
1545,False,False
1546,False,False
1547,False,True
1548,False,False
1549,False,True
1550,False,False
1551,False,False
1552,False,True
1553,False,True
1554,True,True
1555,False,True
1556,False,True
1557,False,True
1558,False,True
1559,False,True
1560,False,True
1561,False,True
1562,False,True
1563,False,True
1564,False,True
1565,False,False
1566,False,True
1567,False,False
1568,False,False
1569,False,False
1570,False,True
1571,False,False
1572,False,False
1573,False,True
1574,False,False
1575,True,True
1576,False,True
1577,False,True
1578,False,True
1579,False,True
1580,False,True
1581,False,True
1582,False,True
1583,False,True
1584,False,True
1585,False,True
1586,False,False
1587,False,True
1588,False,True
1589,False,True
1590,False,True
1591,False,False
1592,False,False
1593,False,False
1594,False,False
1595,False,False
1596,True,True
1597,False,True
1598,False,True
1599,False,True
1600,False,True
1601,False,True
1602,False,True
1603,False,True
1604,False,True
1605,False,True
1606,False,True
1607,False,True
1608,False,True
1609,False,True
1610,False,True
1611,False,False
1612,False,True
1613,False,False
1614,False,True
1615,False,False
1616,False,True
1617,True,True
1618,False,True
1619,False,True
1620,False,True
1621,False,True
1622,False,True
1623,False,True
1624,False,True
1625,False,True
1626,False,True
1627,False,True
1628,False,False
1629,False,False
1630,False,True
1631,False,True
1632,False,False
1633,False,True
1634,False,False
1635,False,True
1636,False,False
1637,False,False
1638,True,True
1639,False,True
1640,False,True
1641,False,True
1642,False,True
1643,False,True
1644,False,True
1645,False,True
1646,False,True
1647,False,True
1648,False,True
1649,False,True
1650,False,False
1651,False,True
1652,False,False
1653,False,False
1654,False,True
1655,False,True
1656,False,False
1657,False,True
1658,False,False
1659,True,True
1660,False,True
1661,False,True
1662,False,True
1663,False,True
1664,False,True
1665,False,True
1666,False,True
1667,False,True
1668,False,True
1669,False,True
1670,False,True
1671,False,False
1672,False,False
1673,False,False
1674,False,False
1675,False,False
1676,False,False
1677,False,False
1678,False,False
1679,False,False
1680,True,True
1681,False,True
1682,False,True
1683,False,True
1684,False,True
1685,False,True
1686,False,True
1687,False,True
1688,False,True
1689,False,True
1690,False,True
1691,False,True
1692,False,True
1693,False,True
1694,False,True
1695,False,True
1696,False,True
1697,False,True
1698,False,True
1699,False,False
1700,False,False
1701,True,True
1702,False,True
1703,False,True
1704,False,True
1705,False,True
1706,False,True
1707,False,True
1708,False,True
1709,False,True
1710,False,True
1711,False,True
1712,False,False
1713,False,True
1714,False,True
1715,False,False
1716,False,False
1717,False,True
1718,False,True
1719,False,False
1720,False,True
1721,False,True
1722,True,True
1723,False,True
1724,False,True
1725,False,True
1726,False,True
1727,False,True
1728,False,True
1729,False,True
1730,False,True
1731,False,True
1732,False,True
1733,False,True
1734,False,True
1735,False,False
1736,False,True
1737,False,True
1738,False,True
1739,False,False
1740,False,False
1741,False,False
1742,False,True
1743,True,True
1744,False,True
1745,False,True
1746,False,True
1747,False,True
1748,False,True
1749,False,True
1750,False,True
1751,False,True
1752,False,True
1753,False,True
1754,False,True
1755,False,True
1756,False,False
1757,False,False
1758,False,False
1759,False,True
1760,False,False
1761,False,True
1762,False,False
1763,False,True
1764,True,True
1765,False,True
1766,False,True
1767,False,True
1768,False,True
1769,False,True
1770,False,True
1771,False,True
1772,False,True
1773,False,True
1774,False,True
1775,False,False
1776,False,True
1777,False,True
1778,False,True
1779,False,False
1780,False,False
1781,False,False
1782,False,False
1783,False,True
1784,False,False
1785,True,True
1786,False,True
1787,False,True
1788,False,True
1789,False,True
1790,False,True
1791,False,True
1792,False,True
1793,False,True
1794,False,True
1795,False,True
1796,False,True
1797,False,True
1798,False,False
1799,False,False
1800,False,False
1801,False,False
1802,False,True
1803,False,True
1804,False,True
1805,False,True
1806,True,True
1807,False,True
1808,False,True
1809,False,True
1810,False,True
1811,False,True
1812,False,True
1813,False,True
1814,False,True
1815,False,True
1816,False,True
1817,False,False
1818,False,True
1819,False,False
1820,False,False
1821,False,True
1822,False,True
1823,False,False
1824,False,True
1825,False,True
1826,False,True
1827,True,True
1828,False,True
1829,False,True
1830,False,True
1831,False,True
1832,False,True
1833,False,True
1834,False,True
1835,False,True
1836,False,True
1837,False,True
1838,False,True
1839,False,True
1840,False,True
1841,False,True
1842,False,True
1843,False,False
1844,False,True
1845,False,False
1846,False,False
1847,False,True
1848,True,True
1849,False,True
1850,False,True
1851,False,True
1852,False,True
1853,False,True
1854,False,True
1855,False,True
1856,False,True
1857,False,True
1858,False,True
1859,False,False
1860,False,True
1861,False,True
1862,False,True
1863,False,False
1864,False,True
1865,False,True
1866,False,True
1867,False,False
1868,False,False
1869,True,True
1870,False,True
1871,False,True
1872,False,True
1873,False,True
1874,False,True
1875,False,True
1876,False,True
1877,False,True
1878,False,True
1879,False,True
1880,False,False
1881,False,True
1882,False,True
1883,False,True
1884,False,False
1885,False,False
1886,False,True
1887,False,True
1888,False,False
1889,False,True
1890,True,True
1891,False,True
1892,False,True
1893,False,True
1894,False,True
1895,False,True
1896,False,True
1897,False,True
1898,False,True
1899,False,True
1900,False,True
1901,False,True
1902,False,False
1903,False,False
1904,False,False
1905,False,True
1906,False,False
1907,False,True
1908,False,True
1909,False,True
1910,False,False
1911,True,True
1912,False,True
1913,False,True
1914,False,True
1915,False,True
1916,False,True
1917,False,True
1918,False,True
1919,False,True
1920,False,True
1921,False,True
1922,False,True
1923,False,True
1924,False,True
1925,False,True
1926,False,True
1927,False,True
1928,False,True
1929,False,True
1930,False,False
1931,False,True
1932,True,True
1933,False,True
1934,False,True
1935,False,True
1936,False,True
1937,False,True
1938,False,True
1939,False,True
1940,False,True
1941,False,True
1942,False,True
1943,False,True
1944,False,False
1945,False,True
1946,False,True
1947,False,False
1948,False,False
1949,False,True
1950,False,True
1951,False,True
1952,False,False
1953,True,True
1954,False,True
1955,False,True
1956,False,True
1957,False,True
1958,False,True
1959,False,True
1960,False,True
1961,False,True
1962,False,True
1963,False,True
1964,False,True
1965,False,True
1966,False,True
1967,False,False
1968,False,True
1969,False,True
1970,False,True
1971,False,False
1972,False,False
1973,False,False
1974,True,True
1975,False,True
1976,False,True
1977,False,True
1978,False,True
1979,False,True
1980,False,True
1981,False,True
1982,False,True
1983,False,True
1984,False,True
1985,False,False
1986,False,False
1987,False,False
1988,False,False
1989,False,True
1990,False,False
1991,False,False
1992,False,False
1993,False,False
1994,False,True
1995,True,True
1996,False,True
1997,False,True
1998,False,True
1999,False,True
2000,False,True
2001,False,True
2002,False,True
2003,False,True
2004,False,True
2005,False,True
2006,False,False
2007,False,True
2008,False,True
2009,False,True
2010,False,False
2011,False,False
2012,False,False
2013,False,False
2014,False,False
2015,False,True
2016,True,True
2017,False,True
2018,False,True
2019,False,True
2020,False,True
2021,False,True
2022,False,True
2023,False,True
2024,False,True
2025,False,True
2026,False,True
2027,False,False
2028,False,True
2029,False,True
2030,False,True
2031,False,False
2032,False,False
2033,False,True
2034,False,True
2035,False,False
2036,False,False
2037,True,True
2038,False,True
2039,False,True
2040,False,True
2041,False,True
2042,False,True
2043,False,True
2044,False,True
2045,False,True
2046,False,True
2047,False,True
2048,False,True
2049,False,True
2050,False,False
2051,False,False
2052,False,True
2053,False,True
2054,False,False
2055,False,True
2056,False,True
2057,False,False
2058,True,True
2059,False,True
2060,False,True
2061,False,True
2062,False,True
2063,False,True
2064,False,True
2065,False,True
2066,False,True
2067,False,True
2068,False,True
2069,False,True
2070,False,False
2071,False,False
2072,False,True
2073,False,True
2074,False,False
2075,False,True
2076,False,True
2077,False,True
2078,False,False
2079,True,True
2080,False,True
2081,False,True
2082,False,True
2083,False,True
2084,False,True
2085,False,True
2086,False,True
2087,False,True
2088,False,True
2089,False,True
2090,False,False
2091,False,False
2092,False,True
2093,False,True
2094,False,True
2095,False,False
2096,False,False
2097,False,False
2098,False,False
2099,False,True
2100,True,True
2101,False,True
2102,False,True
2103,False,True
2104,False,True
2105,False,True
2106,False,True
2107,False,True
2108,False,True
2109,False,True
2110,False,True
2111,False,True
2112,False,True
2113,False,True
2114,False,False
2115,False,True
2116,False,False
2117,False,True
2118,False,False
2119,False,False
2120,False,True
2121,True,True
2122,False,True
2123,False,True
2124,False,True
2125,False,True
2126,False,True
2127,False,True
2128,False,True
2129,False,True
2130,False,True
2131,False,True
2132,False,True
2133,False,False
2134,False,False
2135,False,False
2136,False,False
2137,False,True
2138,False,False
2139,False,False
2140,False,True
