time,p,r
375,False,False
376,False,False
377,False,True
378,True,False
379,True,False
380,False,False
381,True,False
382,True,False
383,False,False
384,False,False
385,True,False
386,True,False
387,True,False
388,False,False
389,False,False
390,False,False
391,False,False
392,False,False
393,False,False
394,False,False
395,False,False
396,False,False
397,False,False
398,False,True
399,False,False
400,True,False
401,False,False
402,False,False
403,False,False
404,False,False
405,True,False
406,False,False
407,False,False
408,False,False
409,False,False
410,False,False
411,False,False
412,False,False
413,False,False
414,False,False
415,False,False
416,False,False
417,False,False
418,False,False
419,False,True
420,True,False
421,True,False
422,False,False
423,False,False
424,False,False
425,True,False
426,False,False
427,True,False
428,True,False
429,False,False
430,False,False
431,False,False
432,False,False
433,False,False
434,False,False
435,False,False
436,False,False
437,False,False
438,False,False
439,False,False
440,False,True
441,True,False
442,True,False
443,False,False
444,True,False
445,False,False
446,False,False
447,False,False
448,False,False
449,True,False
450,False,False
451,False,False
452,False,False
453,False,False
454,False,False
455,False,False
456,False,False
457,False,False
458,False,False
459,False,False
460,False,False
461,False,True
462,True,False
463,False,False
464,True,False
465,False,False
466,True,False
467,True,False
468,False,False
469,True,False
470,True,False
471,False,False
472,False,False
473,False,False
474,False,False
475,False,False
476,False,False
477,False,False
478,False,False
479,False,False
480,False,False
481,False,False
482,False,True
483,False,False
484,False,False
485,False,False
486,True,False
487,False,False
488,True,False
489,True,False
490,False,False
491,True,False
492,True,False
493,False,False
494,False,False
495,False,False
496,False,False
497,False,False
498,False,False
499,False,False
500,False,False
501,False,False
502,False,False
503,False,True
504,False,False
505,False,False
506,False,False
507,True,False
508,False,False
509,False,False
510,True,False
511,False,False
512,False,False
513,True,False
514,False,False
515,False,False
516,False,False
517,False,False
518,False,False
519,False,False
520,False,False
521,False,False
522,False,False
523,False,False
524,False,True
525,False,False
526,True,False
527,True,False
528,True,False
529,False,False
530,True,False
531,True,False
532,True,False
533,False,False
534,False,False
535,False,False
536,False,False
537,False,False
538,False,False
539,False,False
540,False,False
541,False,False
542,False,False
543,False,False
544,False,False
545,False,True
546,True,False
547,False,False
548,True,False
549,False,False
550,True,False
551,True,False
552,True,False
553,True,False
554,True,False
555,True,False
556,False,False
557,False,False
558,False,False
559,False,False
560,False,False
561,False,False
562,False,False
563,False,False
564,False,False
565,False,False
566,False,True
567,False,False
568,True,False
569,False,False
570,True,False
571,True,False
572,True,False
573,True,False
574,False,False
575,False,False
576,False,False
577,False,False
578,False,False
579,False,False
580,False,False
581,False,False
582,False,False
583,False,False
584,False,False
585,False,False
586,False,False
587,False,True
588,False,False
589,True,False
590,True,False
591,False,False
592,True,False
593,True,False
594,True,False
595,True,False
596,True,False
597,False,False
598,False,False
599,False,False
600,False,False
601,False,False
602,False,False
603,False,False
604,False,False
605,False,False
606,False,False
607,False,False
608,False,True
609,False,False
610,False,False
611,False,False
612,False,False
613,True,False
614,True,False
615,False,False
616,True,False
617,True,False
618,False,False
619,False,False
620,False,False
621,False,False
622,False,False
623,False,False
624,False,False
625,False,False
626,False,False
627,False,False
628,False,False
629,False,True
630,False,False
631,True,False
632,True,False
633,False,False
634,True,False
635,False,False
636,True,False
637,False,False
638,False,False
639,True,False
640,False,False
641,False,False
642,False,False
643,False,False
644,False,False
645,False,False
646,False,False
647,False,False
648,False,False
649,False,False
650,False,True
651,False,False
652,True,False
653,True,False
654,False,False
655,True,False
656,True,False
657,True,False
658,False,False
659,False,False
660,True,False
661,False,False
662,False,False
663,False,False
664,False,False
665,False,False
666,False,False
667,False,False
668,False,False
669,False,False
670,False,False
671,False,True
672,True,False
673,False,False
674,False,False
675,True,False
676,True,False
677,True,False
678,False,False
679,False,False
680,True,False
681,True,False
682,False,False
683,False,False
684,False,False
685,False,False
686,False,False
687,False,False
688,False,False
689,False,False
690,False,False
691,False,False
692,False,True
693,False,False
694,False,False
695,True,False
696,False,False
697,False,False
698,True,False
699,False,False
700,False,False
701,True,False
702,False,False
703,False,False
704,False,False
705,False,False
706,False,False
707,False,False
708,False,False
709,False,False
710,False,False
711,False,False
712,False,False
713,False,True
714,True,False
715,True,False
716,True,False
717,True,False
718,False,False
719,False,False
720,True,False
721,False,False
722,True,False
723,True,False
724,False,False
725,False,False
726,False,False
727,False,False
728,False,False
729,False,False
730,False,False
731,False,False
732,False,False
733,False,False
734,False,True
735,False,False
736,False,False
737,True,False
738,False,False
739,True,False
740,True,False
741,False,False
742,True,False
743,True,False
744,True,False
745,False,False
746,False,False
747,False,False
748,False,False
749,False,False
750,False,False
751,False,False
752,False,False
753,False,False
754,False,False
755,False,True
756,False,False
757,False,False
758,True,False
759,False,False
760,False,False
761,True,False
762,True,False
763,True,False
764,False,False
765,False,False
766,False,False
767,False,False
768,False,False
769,False,False
770,False,False
771,False,False
772,False,False
773,False,False
774,False,False
775,False,False
776,False,True
777,False,False
778,False,False
779,True,False
780,False,False
781,False,False
782,True,False
783,True,False
784,True,False
785,True,False
786,True,False
787,False,False
788,False,False
789,False,False
790,False,False
791,False,False
792,False,False
793,False,False
794,False,False
795,False,False
796,False,False
797,False,True
798,True,False
799,True,False
800,False,False
801,True,False
802,False,False
803,True,False
804,True,False
805,False,False
806,True,False
807,False,False
808,False,False
809,False,False
810,False,False
811,False,False
812,False,False
813,False,False
814,False,False
815,False,False
816,False,False
817,False,False
818,False,True
819,True,False
820,False,False
821,True,False
822,False,False
823,True,False
824,True,False
825,False,False
826,True,False
827,False,False
828,False,False
829,False,False
830,False,False
831,False,False
832,False,False
833,False,False
834,False,False
835,False,False
836,False,False
837,False,False
838,False,False
839,False,True
840,True,False
841,False,False
842,True,False
843,True,False
844,True,False
845,False,False
846,False,False
847,False,False
848,True,False
849,True,False
850,False,False
851,False,False
852,False,False
853,False,False
854,False,False
855,False,False
856,False,False
857,False,False
858,False,False
859,False,False
860,False,True
861,False,False
862,True,False
863,True,False
864,True,False
865,False,False
866,False,False
867,False,False
868,False,False
869,True,False
870,False,False
871,False,False
872,False,False
873,False,False
874,False,False
875,False,False
876,False,False
877,False,False
878,False,False
879,False,False
880,False,False
881,False,True
882,True,False
883,True,False
884,True,False
885,False,False
886,False,False
887,False,False
888,True,False
889,True,False
890,True,False
891,False,False
892,False,False
893,False,False
894,False,False
895,False,False
896,False,False
897,False,False
898,False,False
899,False,False
900,False,False
901,False,False
902,False,True
903,True,False
904,False,False
905,True,False
906,False,False
907,False,False
908,False,False
909,True,False
910,False,False
911,False,False
912,False,False
913,False,False
914,False,False
915,False,False
916,False,False
917,False,False
918,False,False
919,False,False
920,False,False
921,False,False
922,False,False
923,False,True
924,False,False
925,False,False
926,True,False
927,False,False
928,False,False
929,False,False
930,True,False
931,True,False
932,False,False
933,False,False
934,False,False
935,False,False
936,False,False
937,False,False
938,False,False
939,False,False
940,False,False
941,False,False
942,False,False
943,False,False
944,False,True
945,True,False
946,False,False
947,True,False
948,False,False
949,False,False
950,True,False
951,False,False
952,False,False
953,True,False
954,False,False
955,False,False
956,False,False
957,False,False
958,False,False
959,False,False
960,False,False
961,False,False
962,False,False
963,False,False
964,False,False
965,False,True
966,True,False
967,False,False
968,True,False
969,False,False
970,True,False
971,False,False
972,True,False
973,True,False
974,True,False
975,True,False
976,False,False
977,False,False
978,False,False
979,False,False
980,False,False
981,False,False
982,False,False
983,False,False
984,False,False
985,False,False
986,False,True
987,False,False
988,False,False
989,True,False
990,False,False
991,True,False
992,False,False
993,True,False
994,True,False
995,True,False
996,True,False
997,False,False
998,False,False
999,False,False
1000,False,False
1001,False,False
1002,False,False
1003,False,False
1004,False,False
1005,False,False
1006,False,False
1007,False,True
1008,False,False
1009,True,False
1010,True,False
1011,False,False
1012,True,False
1013,True,False
1014,True,False
1015,False,False
1016,True,False
1017,True,False
1018,False,False
1019,False,False
1020,False,False
1021,False,False
1022,False,False
1023,False,False
1024,False,False
1025,False,False
1026,False,False
1027,False,False
1028,False,True
1029,False,False
1030,False,False
1031,False,False
1032,False,False
1033,False,False
1034,False,False
1035,False,False
1036,False,False
1037,False,False
1038,False,False
1039,False,False
1040,False,False
1041,False,False
1042,False,False
1043,False,False
1044,False,False
1045,False,False
1046,False,False
1047,False,False
1048,False,False
1049,False,True
1050,False,False
1051,False,False
1052,False,False
1053,True,False
1054,False,False
1055,False,False
1056,False,False
1057,True,False
1058,True,False
1059,True,False
1060,False,False
1061,False,False
1062,False,False
1063,False,False
1064,False,False
1065,False,False
1066,False,False
1067,False,False
1068,False,False
1069,False,False
1070,False,True
1071,True,False
1072,False,False
1073,False,False
1074,True,False
1075,False,False
1076,False,False
1077,True,False
1078,True,False
1079,False,False
1080,False,False
1081,False,False
1082,False,False
1083,False,False
1084,False,False
1085,False,False
1086,False,False
1087,False,False
1088,False,False
1089,False,False
1090,False,False
1091,False,True
1092,False,False
1093,False,False
1094,True,False
1095,False,False
1096,True,False
1097,True,False
1098,True,False
1099,False,False
1100,False,False
1101,False,False
1102,False,False
1103,False,False
1104,False,False
1105,False,False
1106,False,False
1107,False,False
1108,False,False
1109,False,False
1110,False,False
1111,False,False
1112,False,True
1113,False,False
1114,False,False
1115,False,False
1116,True,False
1117,True,False
1118,False,False
1119,True,False
1120,True,False
1121,True,False
1122,False,False
1123,False,False
1124,False,False
1125,False,False
1126,False,False
1127,False,False
1128,False,False
1129,False,False
1130,False,False
1131,False,False
1132,False,False
1133,False,True
1134,False,False
1135,True,False
1136,False,False
1137,False,False
1138,True,False
1139,False,False
1140,True,False
1141,False,False
1142,False,False
1143,True,False
1144,False,False
1145,False,False
1146,False,False
1147,False,False
1148,False,False
1149,False,False
1150,False,False
1151,False,False
1152,False,False
1153,False,False
1154,False,True
1155,False,False
1156,False,False
1157,False,False
1158,False,False
1159,False,False
1160,False,False
1161,False,False
1162,False,False
1163,True,False
1164,True,False
1165,False,False
1166,False,False
1167,False,False
1168,False,False
1169,False,False
1170,False,False
1171,False,False
1172,False,False
1173,False,False
1174,False,False
1175,False,True
1176,True,False
1177,True,False
1178,True,False
1179,False,False
1180,False,False
1181,True,False
1182,True,False
1183,False,False
1184,True,False
1185,False,False
1186,False,False
1187,False,False
1188,False,False
1189,False,False
1190,False,False
1191,False,False
1192,False,False
1193,False,False
1194,False,False
1195,False,False
1196,False,True
1197,False,False
1198,False,False
1199,False,False
1200,True,False
1201,False,False
1202,False,False
1203,False,False
1204,False,False
1205,False,False
1206,False,False
1207,False,False
1208,False,False
1209,False,False
1210,False,False
1211,False,False
1212,False,False
1213,False,False
1214,False,False
1215,False,False
1216,False,False
1217,False,True
1218,True,False
1219,True,False
1220,False,False
1221,True,False
1222,True,False
1223,False,False
1224,False,False
1225,False,False
1226,True,False
1227,True,False
1228,False,False
1229,False,False
1230,False,False
1231,False,False
1232,False,False
1233,False,False
1234,False,False
1235,False,False
1236,False,False
1237,False,False
1238,False,True
1239,True,False
1240,True,False
1241,False,False
1242,True,False
1243,False,False
1244,False,False
1245,False,False
1246,True,False
1247,True,False
1248,True,False
1249,False,False
1250,False,False
1251,False,False
1252,False,False
1253,False,False
1254,False,False
1255,False,False
1256,False,False
1257,False,False
1258,False,False
1259,False,True
1260,False,False
1261,False,False
1262,False,False
1263,True,False
1264,True,False
1265,True,False
1266,True,False
1267,True,False
1268,False,False
1269,False,False
1270,False,False
1271,False,False
1272,False,False
1273,False,False
1274,False,False
1275,False,False
1276,False,False
1277,False,False
1278,False,False
1279,False,False
1280,False,True
1281,True,False
1282,True,False
1283,True,False
1284,False,False
1285,True,False
1286,True,False
1287,False,False
1288,True,False
1289,True,False
1290,True,False
1291,False,False
1292,False,False
1293,False,False
1294,False,False
1295,False,False
1296,False,False
1297,False,False
1298,False,False
1299,False,False
1300,False,False
1301,False,True
1302,True,False
1303,False,False
1304,False,False
1305,True,False
1306,False,False
1307,True,False
1308,True,False
1309,True,False
1310,True,False
1311,True,False
1312,False,False
1313,False,False
1314,False,False
1315,False,False
1316,False,False
1317,False,False
1318,False,False
1319,False,False
1320,False,False
1321,False,False
1322,False,True
1323,True,False
1324,False,False
1325,False,False
1326,True,False
1327,False,False
1328,False,False
1329,True,False
1330,False,False
1331,True,False
1332,True,False
1333,False,False
1334,False,False
1335,False,False
1336,False,False
1337,False,False
1338,False,False
1339,False,False
1340,False,False
1341,False,False
1342,False,False
1343,False,True
1344,False,False
1345,False,False
1346,True,False
1347,True,False
1348,True,False
1349,True,False
1350,False,False
1351,False,False
1352,True,False
1353,True,False
1354,False,False
1355,False,False
1356,False,False
1357,False,False
1358,False,False
1359,False,False
1360,False,False
1361,False,False
1362,False,False
1363,False,False
1364,False,True
1365,False,False
1366,False,False
1367,False,False
1368,False,False
1369,False,False
1370,False,False
1371,False,False
1372,False,False
1373,False,False
1374,False,False
1375,False,False
1376,False,False
1377,False,False
1378,False,False
1379,False,False
1380,False,False
1381,False,False
1382,False,False
1383,False,False
1384,False,False
1385,False,True
1386,True,False
1387,True,False
1388,True,False
1389,False,False
1390,True,False
1391,True,False
1392,True,False
1393,True,False
1394,True,False
1395,False,False
1396,False,False
1397,False,False
1398,False,False
1399,False,False
1400,False,False
1401,False,False
1402,False,False
1403,False,False
1404,False,False
1405,False,False
1406,False,True
1407,True,False
1408,False,False
1409,True,False
1410,False,False
1411,True,False
1412,True,False
1413,False,False
1414,True,False
1415,False,False
1416,True,False
1417,False,False
1418,False,False
1419,False,False
1420,False,False
1421,False,False
1422,False,False
1423,False,False
1424,False,False
1425,False,False
1426,False,False
1427,False,True
1428,False,False
1429,False,False
1430,True,False
1431,True,False
1432,False,False
1433,True,False
1434,True,False
1435,False,False
1436,True,False
1437,False,False
1438,False,False
1439,False,False
1440,False,False
1441,False,False
1442,False,False
1443,False,False
1444,False,False
1445,False,False
1446,False,False
1447,False,False
1448,False,True
1449,True,False
1450,False,False
1451,False,False
1452,False,False
1453,True,False
1454,True,False
1455,True,False
1456,False,False
1457,False,False
1458,True,False
1459,False,False
1460,False,False
1461,False,False
1462,False,False
1463,False,False
1464,False,False
1465,False,False
1466,False,False
1467,False,False
1468,False,False
1469,False,True
1470,True,False
1471,True,False
1472,False,False
1473,True,False
1474,True,False
1475,False,False
1476,True,False
1477,False,False
1478,True,False
1479,True,False
1480,False,False
1481,False,False
1482,False,False
1483,False,False
1484,False,False
1485,False,False
1486,False,False
1487,False,False
1488,False,False
1489,False,False
1490,False,True
1491,True,False
1492,True,False
1493,True,False
1494,False,False
1495,False,False
1496,False,False
1497,True,False
1498,True,False
1499,False,False
1500,True,False
1501,False,False
1502,False,False
1503,False,False
1504,False,False
1505,False,False
1506,False,False
1507,False,False
1508,False,False
1509,False,False
1510,False,False
1511,False,True
1512,True,False
1513,True,False
1514,False,False
1515,True,False
1516,False,False
1517,True,False
1518,True,False
1519,False,False
1520,True,False
1521,True,False
1522,False,False
1523,False,False
1524,False,False
1525,False,False
1526,False,False
1527,False,False
1528,False,False
1529,False,False
1530,False,False
1531,False,False
1532,False,True
1533,True,False
1534,False,False
1535,False,False
1536,False,False
1537,True,False
1538,False,False
1539,False,False
1540,False,False
1541,False,False
1542,False,False
1543,False,False
1544,False,False
1545,False,False
1546,False,False
1547,False,False
1548,False,False
1549,False,False
1550,False,False
1551,False,False
1552,False,False
1553,False,True
1554,False,False
1555,True,False
1556,True,False
1557,False,False
1558,False,False
1559,True,False
1560,False,False
1561,True,False
1562,True,False
1563,True,False
1564,False,False
1565,False,False
1566,False,False
1567,False,False
1568,False,False
1569,False,False
1570,False,False
1571,False,False
1572,False,False
1573,False,False
1574,False,True
1575,True,False
1576,False,False
1577,False,False
1578,False,False
1579,False,False
1580,True,False
1581,False,False
1582,False,False
1583,False,False
1584,False,False
1585,False,False
1586,False,False
1587,False,False
1588,False,False
1589,False,False
1590,False,False
1591,False,False
1592,False,False
1593,False,False
1594,False,False
1595,False,True
1596,False,False
1597,True,False
1598,True,False
1599,False,False
1600,False,False
1601,False,False
1602,True,False
1603,False,False
1604,False,False
1605,True,False
1606,False,False
1607,False,False
1608,False,False
1609,False,False
1610,False,False
1611,False,False
1612,False,False
1613,False,False
1614,False,False
1615,False,False
1616,False,True
1617,True,False
1618,True,False
1619,False,False
1620,False,False
1621,True,False
1622,False,False
1623,True,False
1624,False,False
1625,False,False
1626,False,False
1627,False,False
1628,False,False
1629,False,False
1630,False,False
1631,False,False
1632,False,False
1633,False,False
1634,False,False
1635,False,False
1636,False,False
1637,False,True
1638,True,False
1639,False,False
1640,True,False
1641,True,False
1642,True,False
1643,False,False
1644,True,False
1645,False,False
1646,False,False
1647,True,False
1648,False,False
1649,False,False
1650,False,False
1651,False,False
1652,False,False
1653,False,False
1654,False,False
1655,False,False
1656,False,False
1657,False,False
1658,False,True
1659,False,False
1660,True,False
1661,True,False
1662,True,False
1663,True,False
1664,True,False
1665,False,False
1666,False,False
1667,False,False
1668,False,False
1669,False,False
1670,False,False
1671,False,False
1672,False,False
1673,False,False
1674,False,False
1675,False,False
1676,False,False
1677,False,False
1678,False,False
1679,False,True
1680,False,False
1681,True,False
1682,True,False
1683,True,False
1684,False,False
1685,True,False
1686,False,False
1687,True,False
1688,False,False
1689,True,False
1690,False,False
1691,False,False
1692,False,False
1693,False,False
1694,False,False
1695,False,False
1696,False,False
1697,False,False
1698,False,False
1699,False,False
1700,False,True
1701,True,False
1702,True,False
1703,True,False
1704,False,False
1705,True,False
1706,False,False
1707,True,False
1708,True,False
1709,False,False
1710,False,False
1711,False,False
1712,False,False
1713,False,False
1714,False,False
1715,False,False
1716,False,False
1717,False,False
1718,False,False
1719,False,False
1720,False,False
1721,False,True
1722,True,False
1723,True,False
1724,True,False
1725,True,False
1726,False,False
1727,True,False
1728,True,False
1729,True,False
1730,False,False
1731,False,False
1732,False,False
1733,False,False
1734,False,False
1735,False,False
1736,False,False
1737,False,False
1738,False,False
1739,False,False
1740,False,False
1741,False,False
1742,False,True
1743,True,False
1744,False,False
1745,True,False
1746,True,False
1747,False,False
1748,False,False
1749,True,False
1750,False,False
1751,True,False
1752,True,False
1753,False,False
1754,False,False
1755,False,False
1756,False,False
1757,False,False
1758,False,False
1759,False,False
1760,False,False
1761,False,False
1762,False,False
1763,False,True
1764,False,False
1765,True,False
1766,True,False
1767,True,False
1768,True,False
1769,True,False
1770,False,False
1771,False,False
1772,True,False
1773,True,False
1774,False,False
1775,False,False
1776,False,False
1777,False,False
1778,False,False
1779,False,False
1780,False,False
1781,False,False
1782,False,False
1783,False,False
1784,False,True
1785,True,False
1786,True,False
1787,False,False
1788,True,False
1789,True,False
1790,True,False
1791,False,False
1792,True,False
1793,False,False
1794,False,False
1795,False,False
1796,False,False
1797,False,False
1798,False,False
1799,False,False
1800,False,False
1801,False,False
1802,False,False
1803,False,False
1804,False,False
1805,False,True
1806,True,False
1807,True,False
1808,True,False
1809,True,False
1810,False,False
1811,False,False
1812,False,False
1813,False,False
1814,True,False
1815,False,False
1816,False,False
1817,False,False
1818,False,False
1819,False,False
1820,False,False
1821,False,False
1822,False,False
1823,False,False
1824,False,False
1825,False,False
1826,False,True
1827,True,False
1828,True,False
1829,True,False
1830,True,False
1831,False,False
1832,False,False
1833,False,False
1834,True,False
1835,True,False
1836,False,False
1837,False,False
1838,False,False
1839,False,False
1840,False,False
1841,False,False
1842,False,False
1843,False,False
1844,False,False
1845,False,False
1846,False,False
1847,False,True
1848,False,False
1849,False,False
1850,False,False
1851,True,False
1852,True,False
1853,False,False
1854,True,False
1855,True,False
1856,True,False
1857,True,False
1858,False,False
1859,False,False
1860,False,False
1861,False,False
1862,False,False
1863,False,False
1864,False,False
1865,False,False
1866,False,False
1867,False,False
1868,False,True
1869,True,False
1870,False,False
1871,False,False
1872,False,False
1873,False,False
1874,True,False
1875,False,False
1876,True,False
1877,False,False
1878,True,False
1879,False,False
1880,False,False
1881,False,False
1882,False,False
1883,False,False
1884,False,False
1885,False,False
1886,False,False
1887,False,False
1888,False,False
1889,False,True
1890,True,False
1891,False,False
1892,False,False
1893,False,False
1894,False,False
1895,False,False
1896,True,False
1897,False,False
1898,True,False
1899,False,False
1900,False,False
1901,False,False
1902,False,False
1903,False,False
1904,False,False
1905,False,False
1906,False,False
1907,False,False
1908,False,False
1909,False,False
1910,False,True
1911,False,False
1912,True,False
1913,True,False
1914,True,False
1915,True,False
1916,True,False
1917,True,False
1918,False,False
1919,True,False
1920,True,False
1921,False,False
1922,False,False
1923,False,False
1924,False,False
1925,False,False
1926,False,False
1927,False,False
1928,False,False
1929,False,False
1930,False,False
1931,False,True
1932,True,False
1933,True,False
1934,False,False
1935,False,False
1936,False,False
1937,False,False
1938,False,False
1939,True,False
1940,False,False
1941,True,False
1942,False,False
1943,False,False
1944,False,False
1945,False,False
1946,False,False
1947,False,False
1948,False,False
1949,False,False
1950,False,False
1951,False,False
1952,False,True
1953,False,False
1954,False,False
1955,False,False
1956,False,False
1957,False,False
1958,False,False
1959,False,False
1960,True,False
1961,True,False
1962,True,False
1963,False,False
1964,False,False
1965,False,False
1966,False,False
1967,False,False
1968,False,False
1969,False,False
1970,False,False
1971,False,False
1972,False,False
1973,False,True
1974,False,False
1975,True,False
1976,False,False
1977,False,False
1978,False,False
1979,False,False
1980,False,False
1981,False,False
1982,True,False
1983,False,False
1984,False,False
1985,False,False
1986,False,False
1987,False,False
1988,False,False
1989,False,False
1990,False,False
1991,False,False
1992,False,False
1993,False,False
1994,False,True
1995,False,False
1996,True,False
1997,False,False
1998,False,False
1999,True,False
2000,False,False
2001,True,False
2002,False,False
2003,False,False
2004,False,False
2005,False,False
2006,False,False
2007,False,False
2008,False,False
2009,False,False
2010,False,False
2011,False,False
2012,False,False
2013,False,False
2014,False,False
2015,False,True
2016,False,False
2017,True,False
2018,False,False
2019,False,False
2020,True,False
2021,False,False
2022,True,False
2023,False,False
2024,True,False
2025,True,False
2026,False,False
2027,False,False
2028,False,False
2029,False,False
2030,False,False
2031,False,False
2032,False,False
2033,False,False
2034,False,False
2035,False,False
2036,False,True
2037,True,False
2038,False,False
2039,False,False
2040,True,False
2041,False,False
2042,False,False
2043,False,False
2044,False,False
2045,False,False
2046,False,False
2047,False,False
2048,False,False
2049,False,False
2050,False,False
2051,False,False
2052,False,False
2053,False,False
2054,False,False
2055,False,False
2056,False,False
2057,False,True
2058,True,False
2059,False,False
2060,False,False
2061,False,False
2062,False,False
2063,False,False
2064,False,False
2065,False,False
2066,True,False
2067,False,False
2068,False,False
2069,False,False
2070,False,False
2071,False,False
2072,False,False
2073,False,False
2074,False,False
2075,False,False
2076,False,False
2077,False,False
2078,False,True
2079,True,False
2080,True,False
2081,False,False
2082,False,False
2083,False,False
2084,True,False
2085,True,False
2086,False,False
2087,True,False
2088,False,False
2089,False,False
2090,False,False
2091,False,False
2092,False,False
2093,False,False
2094,False,False
2095,False,False
2096,False,False
2097,False,False
2098,False,False
2099,False,True
2100,True,False
2101,True,False
2102,True,False
2103,True,False
2104,True,False
2105,True,False
2106,False,False
2107,True,False
2108,True,False
2109,True,False
2110,False,False
2111,False,False
2112,False,False
2113,False,False
2114,False,False
2115,False,False
2116,False,False
2117,False,False
2118,False,False
2119,False,False
2120,False,True
2121,False,False
2122,False,False
2123,True,False
2124,True,False
2125,False,False
2126,True,False
2127,True,False
2128,True,False
2129,False,False
2130,False,False
2131,False,False
2132,False,False
2133,False,False
2134,False,False
2135,False,False
2136,False,False
2137,False,False
2138,False,False
2139,False,False
2140,False,False
