resp_time,instance_count
19,2
24,2
17.75,2
9.8,2
20.8571428571429,2
13.8888888888889,2
13.1,2
13.5,2
9.35714285714286,2
12.2,2
9.52941176470588,2
7.89473684210526,2
11.3,2
9.36363636363636,2
10.9583333333333,2
12.44,2
11.1481481481482,2
8.86206896551724,2
12.8,2
12,2
14.0294117647059,2
8.91428571428571,2
11.5405405405405,2
10.3333333333333,2
11.3,2
7.45238095238095,2
11.0697674418605,2
8.73913043478261,2
10.6808510638298,2
8.10204081632653,2
10.3,2
7.75,2
10.5,2
9.10909090909091,2
9.17543859649123,2
8.31578947368421,2
10.1451612903226,2
8.7258064516129,2
7.53968253968254,2
10.2307692307692,2
12.1969696969697,2
10.6478873239437,2
8.05714285714286,2
9.69444444444444,2
8.22972972972973,2
8.39189189189189,2
10.4230769230769,2
10.7564102564103,2
7.17283950617284,2
8.18292682926829,2
11.7710843373494,2
10.3255813953488,2
9.45977011494253,2
8.37078651685393,2
11.6931818181818,2
8.30851063829787,2
10.8510638297872,2
9.31182795698925,2
9.70408163265306,2
8.35353535353535,2
15.83,2
7.41747572815534,2
9.22115384615385,2
12.2403846153846,2
16.1666666666667,2
16.1792452830189,2
8.80530973451327,2
9.98165137614679,2
15.0086206896552,2
12.0608695652174,2
14.7777777777778,2
13.1344537815126,2
13.404958677686,2
13.4710743801653,2
12.0166666666667,2
18.5968992248062,2
11.8031496062992,2
25.2890625,2
9.2109375,2
11.7352941176471,2
9.27611940298507,2
7.37777777777778,2
34.9925925925926,2
14.7071428571429,2
9.91428571428571,2
11.4084507042254,2
12.6068965517241,2
15.7379310344828,2
15.7625899280576,2
16.1847133757962,2
11.1333333333333,2
13.5921052631579,2
6.1948051948052,2
18.7806451612903,2
11.828025477707,2
8.41509433962264,2
24.0384615384615,2
37.9805194805195,2
29.364161849711,2
31.5120481927711,2
15.4023668639053,2
15.3207547169811,2
20.644578313253,2
71.5138121546961,2
14.5738636363636,2
12.1751412429379,2
20.1460674157303,2
20.6536312849162,2
14.6348314606742,2
23.8,2
30.5825242718447,2
20.2709677419355,2
120.257425742574,2
22.0291262135922,2
16.752688172043,2
14.5368421052632,2
20.195,2
15.2513368983957,2
169.1953125,2
245.4,2
89.0486725663717,2
52.4689265536723,2
211.04469273743,2
331.237373737374,2
216.207843137255,2
49.1688888888889,2
32.3380281690141,2
23.009900990099,2
25.7441860465116,2
30.8855721393035,2
39.2754237288136,2
26.7450980392157,2
60.6512605042017,2
16.7174887892377,2
16.5044642857143,2
23.4449541284404,2
14.793991416309,2
20.9103773584906,2
29.7489711934156,2
12.3755274261603,2
14.7424892703863,2
7.58798283261803,2
9.1,2
12.1554621848739,2
12.4744186046512,2
34.4756554307116,2
32.5175438596491,2
93.9264705882353,2
258.697115384615,2
412.661904761905,2
438.938325991189,2
577.242774566474,2
663.132596685083,2
641.542600896861,2
703.281437125749,2
520.861111111111,2
480.982378854626,2
625.433179723502,2
664.940677966102,2
603.195266272189,2
452.644897959184,2
516.892682926829,2
607.523148148148,2
678.576190476191,2
621.666666666667,2
512.064257028113,2
548.255208333333,2
660.149171270718,2
581.371727748691,2
570.494117647059,2
589.517766497462,2
681.384180790961,2
684.104166666667,2
635.587570621469,2
600.689393939394,2
474.764705882353,2
466.384259259259,2
488.771217712177,2
558.937142857143,2
560.168711656442,2
464.339100346021,2
557.261627906977,2
620.057432432432,2
419.037974683544,2
578.770212765958,2
440.354166666667,2
415.681506849315,2
447.453237410072,2
409.217532467533,2
418.368029739777,2
442.144104803494,2
555.289575289575,2
513.371308016878,2
398.935114503817,2
450.488970588235,2
418.453333333333,2
555.945205479452,2
472.593525179856,2
582.96855345912,2
558.927335640138,2
459.058631921824,2
425.589285714286,2
410.439215686275,2
581.41796875,2
493.691588785047,2
457.799373040752,2
467.824902723735,2
431.995283018868,2
584.791798107256,2
466.324909747292,2
455.101398601399,2
491.548245614035,2
531.864197530864,2
570.583732057416,2
453.297101449275,2
508.321428571429,2
455.291845493562,2
454.851449275362,2
473.515050167224,2
425.115264797508,2
424.534482758621,2
480.684410646388,2
427.871369294606,2
548.372881355932,2
644.599099099099,2
566.188235294118,2
545.409836065574,2
569.530172413793,2
496.892703862661,2
585.436,2
439.521739130435,2
522.958064516129,2
429.349019607843,2
401.924242424242,2
474.535353535354,2
477.303249097473,2
593.766497461929,2
522.437908496732,2
456.969543147208,2
477.872483221477,2
537.811659192825,2
663.413978494624,2
618.606837606838,2
657.90990990991,2
537.393129770992,2
448.61858974359,2
522.915555555556,2
472.348739495798,2
624.457711442786,2
563.382470119522,2
457.748,2
552.099137931035,2
568.324786324786,2
506.678861788618,2
625.502024291498,2
405.174061433447,2
422.209523809524,2
390.430769230769,2
457.853658536585,2
440.526315789474,2
523.086065573771,2
733.194117647059,2
685.660714285714,3
619.213483146068,3
639.961538461539,3
628.12274368231,3
640.597701149425,3
533.453271028037,3
709.759090909091,3
521.690721649485,3
574.28855721393,3
720.807947019868,3
704.114406779661,3
538.926153846154,3
420.901185770751,3
466.888461538462,3
576.208556149733,3
563.602941176471,3
667.674157303371,3
590.551851851852,3
507.515037593985,3
669.805031446541,3
604.251012145749,3
557.478260869565,3
526.551020408163,3
577.652830188679,3
496.831395348837,3
585.493212669683,3
702.905109489051,3
639.449735449736,3
656.307958477509,3
640.86301369863,3
645.511235955056,3
691.02808988764,3
637.950450450451,3
556.142372881356,3
598.825581395349,3
510.016597510373,3
714,3
949.143884892086,3
442.932926829268,3
0,3
0,3
0,3
0,3
0,3
27.394495412844,3
14.0666666666667,3
180.673913043478,3
505.174603174603,3
576.243386243386,3
891.842105263158,3
897.299578059072,3
251.898071625344,3
127.646226415094,3
140.978798586572,3
65.4384858044164,3
61.7751479289941,3
48.3986013986014,3
255.585365853659,3
637.825301204819,3
510.545454545455,3
676.774358974359,3
581.47564469914,3
276.414772727273,3
463.254716981132,3
410.667984189723,3
423.567708333333,3
358.961382113821,3
245.861575178998,3
279.276995305164,3
253.460481099656,3
408.754273504274,3
182.242489270386,3
348.713375796178,3
332.361884368308,3
444.82905982906,3
357.4453125,3
313.838174273859,3
331.418666666667,3
351.572104018912,3
232.498876404494,3
370.244845360825,3
325.649411764706,3
276.002958579882,3
319.988038277512,3
270.215496368039,3
316.547945205479,3
279.574923547401,3
535.05684754522,3
241.605341246291,3
327.622171945701,3
384.515151515152,3
301.264204545455,3
360.259259259259,3
299.512195121951,3
268.414985590778,3
325.979643765903,3
326.393401015228,3
320.785365853659,3
327.58981233244,3
367.096685082873,3
335.713554987212,3
375.670967741936,3
341.916905444126,3
330.523281596452,3
321.875324675325,3
303.536363636364,3
294.218823529412,3
320.856368563686,3
323.265168539326,3
279.556034482759,3
283.421717171717,3
408.67323943662,3
336.117647058824,3
285.836405529954,3
304.527624309392,3
349.064267352185,3
380.541786743516,3
362.85626911315,3
352.177718832891,3
373.884758364312,3
396.781420765027,3
274.250580046404,3
298.888579387187,3
349.038647342995,3
328.055194805195,3
312.047210300429,3
322.11051212938,3
247.039577836412,3
311.401812688822,3
414.318611987382,3
492.679054054054,3
381.421052631579,3
332.383333333333,3
372.506142506142,3
396.840707964602,3
288.041543026706,3
297.435323383085,3
454.775609756098,3
358.233990147783,3
289.491228070175,3
310.950118764846,3
296.571428571429,3
356.890756302521,3
311.273755656109,3
305.688888888889,3
349.953678474114,3
372.600628930818,3
381.808411214953,3
308.046961325967,3
369.766666666667,3
328.641414141414,3
343.397368421053,3
316,3
338.026442307692,3
253.224637681159,3
299.696022727273,3
329.697368421053,3
338.329842931937,3
309.823218997361,3
311.572347266881,3
400,3
426.421364985163,3
372.561827956989,3
340.937354988399,3
348.789473684211,3
281.044806517312,3
297.207602339181,3
339.109919571046,3
358.64265129683,3
406.233802816901,3
396.348314606742,3
297.301204819277,3
297.488063660477,3
382.465596330275,3
271.520607375271,3
311.178571428571,3
309.811046511628,3
404.623693379791,3
326.723404255319,3
409.586005830904,3
382.460490463215,3
349.760355029586,3
356.949367088608,3
381.614285714286,3
343.746073298429,3
302.275510204082,3
418.61937716263,3
358.917293233083,3
377.725903614458,3
321.236151603499,3
380.045698924731,3
402.377358490566,3
342.390670553936,3
279.790909090909,3
261.987012987013,3
294.823056300268,3
365.874055415617,3
335.915632754342,3
337.272506082725,3
304.324675324675,3
267.816272965879,3
322.801401869159,3
367.633952254642,3
339.614155251142,3
339.1,3
404.668449197861,3
339.872204472843,3
362.611231101512,3
242.716535433071,3
410.897959183674,3
392.529051987768,3
367.160535117057,3
317.931398416887,3
422.585051546392,3
341.82183908046,3
401.895081967213,3
372.614457831325,3
345.2,3
311.167613636364,3
293.127705627706,3
311.899665551839,3
422.569659442724,3
360.418397626113,3
364.275119617225,3
268.511574074074,3
257.591029023747,3
283.13672922252,3
335.741772151899,3
377.179063360882,3
355.942528735632,3
448.973529411765,3
394.605882352941,3
327.786096256685,3
321.237777777778,3
262.358173076923,3
361.214285714286,3
317.883826879271,3
316.179138321995,3
343.239782016349,3
318.486880466472,3
410.288461538462,3
460.525,3
381.378016085791,3
312.829268292683,3
287.086419753086,3
276.491124260355,3
414.056910569106,3
371.603260869565,3
334.1475,3
296.38,3
301.551075268817,3
297.044585987261,3
319.915662650602,3
292.933618843683,3
286.123543123543,3
290.592920353982,3
284.087179487179,3
343.874680306905,3
423.14603960396,3
253.083916083916,3
251.094252873563,3
311.220289855072,3
268.908077994429,3
347.168539325843,3
295.933503836317,3
354.858310626703,3
346.041436464088,3
403.311036789298,3
399.203608247423,3
406.786440677966,3
388.948328267477,3
424.625654450262,3
350.086956521739,3
380.321596244131,3
332.939597315436,3
326.78313253012,3
354.518151815182,3
362.091743119266,3
373.373015873016,3
